[2021-02-09 21:12:20.041 +09:00] Logging started.
[2021-02-09 21:12:20.045 +09:00] Timezone offset: +09:00
[2021-02-09 21:12:20.070 +09:00] Waiting for players...
[2021-02-09 21:12:29.360 +09:00] Requested challenge for incoming connection from endpoint 211.187.127.126:56316.
[2021-02-09 21:12:29.437 +09:00] Requested challenge for incoming connection from endpoint 192.168.0.1:51150.
[2021-02-09 21:12:29.688 +09:00] Requested challenge for incoming connection from endpoint 175.116.70.90:53933.
[2021-02-09 21:12:29.875 +09:00] Security challenge response of incoming connection from endpoint 211.187.127.126:56317 has been accepted.
[2021-02-09 21:12:29.906 +09:00] Player 76561199112849985@steam preauthenticated from endpoint 211.187.127.126:56317.
[2021-02-09 21:12:29.954 +09:00] Security challenge response of incoming connection from endpoint 192.168.0.1:51151 has been accepted.
[2021-02-09 21:12:29.985 +09:00] Player 76561198254130933@steam preauthenticated from endpoint 192.168.0.1:51151.
[2021-02-09 21:12:30.233 +09:00] Security challenge response of incoming connection from endpoint 175.116.70.90:53934 has been accepted.
[2021-02-09 21:12:30.266 +09:00] Player 76561198956540241@steam preauthenticated from endpoint 175.116.70.90:53934.
[2021-02-09 21:12:32.797 +09:00] [STDOUT] [AmplifyBloom] Null graphics device detected. Skipping effect silently.
[2021-02-09 21:12:32.803 +09:00] [STDOUT] (Filename: C:\buildslave\unity\build\Runtime/Export/Debug/Debug.bindings.h Line: 35)
[2021-02-09 21:12:32.808 +09:00] [STDOUT] Setting 07LastRoundrestartTime to 10260
[2021-02-09 21:12:32.815 +09:00] [ERROR] [Exiled.Events] Method "OnJoined" of the class "TextChat.Events.PlayerHandler" caused an exception when handling the event "Exiled.Events.Events+CustomEventHandler`1[[Exiled.Events.EventArgs.JoinedEventArgs, Exiled.Events, Version=2.1.31.0, Culture=neutral, PublicKeyToken=null]]"
[2021-02-09 21:12:32.843 +09:00] [ERROR] [Exiled.Events] System.NullReferenceException: Object reference not set to an instance of an object
  at Exiled.API.Features.Player.get_RawUserId () [0x0000d] in <96f016e0fff44e9998579596fcb76126>:0 
  at TextChat.Events.PlayerHandler.OnJoined (Exiled.Events.EventArgs.JoinedEventArgs ev) [0x00042] in <f455936f696741618c65116a7c62559e>:0 
  at Exiled.Events.Extensions.Event.InvokeSafely[T] (Exiled.Events.Events+CustomEventHandler`1[TEventArgs] ev, T arg) [0x00024] in <a03fd96899744b31b487757358e08669>:0
[2021-02-09 21:12:33.437 +09:00] [STDOUT] [AmplifyBloom] Null graphics device detected. Skipping effect silently.
[2021-02-09 21:12:33.442 +09:00] [STDOUT] (Filename: C:\buildslave\unity\build\Runtime/Export/Debug/Debug.bindings.h Line: 35)
[2021-02-09 21:12:33.447 +09:00] [STDOUT] Setting 07LastRoundrestartTime to 12972
[2021-02-09 21:12:33.458 +09:00] [ERROR] [Exiled.Events] Method "OnJoined" of the class "TextChat.Events.PlayerHandler" caused an exception when handling the event "Exiled.Events.Events+CustomEventHandler`1[[Exiled.Events.EventArgs.JoinedEventArgs, Exiled.Events, Version=2.1.31.0, Culture=neutral, PublicKeyToken=null]]"
[2021-02-09 21:12:33.490 +09:00] [ERROR] [Exiled.Events] System.NullReferenceException: Object reference not set to an instance of an object
  at Exiled.API.Features.Player.get_RawUserId () [0x0000d] in <96f016e0fff44e9998579596fcb76126>:0 
  at TextChat.Events.PlayerHandler.OnJoined (Exiled.Events.EventArgs.JoinedEventArgs ev) [0x00042] in <f455936f696741618c65116a7c62559e>:0 
  at Exiled.Events.Extensions.Event.InvokeSafely[T] (Exiled.Events.Events+CustomEventHandler`1[TEventArgs] ev, T arg) [0x00024] in <a03fd96899744b31b487757358e08669>:0
[2021-02-09 21:12:33.580 +09:00] [STDOUT] [AmplifyBloom] Null graphics device detected. Skipping effect silently.
[2021-02-09 21:12:33.585 +09:00] [STDOUT] (Filename: C:\buildslave\unity\build\Runtime/Export/Debug/Debug.bindings.h Line: 35)
[2021-02-09 21:12:33.592 +09:00] [ERROR] [Exiled.Events] Method "OnJoined" of the class "TextChat.Events.PlayerHandler" caused an exception when handling the event "Exiled.Events.Events+CustomEventHandler`1[[Exiled.Events.EventArgs.JoinedEventArgs, Exiled.Events, Version=2.1.31.0, Culture=neutral, PublicKeyToken=null]]"
[2021-02-09 21:12:33.598 +09:00] [STDOUT] Setting 07LastRoundrestartTime to 14400
[2021-02-09 21:12:33.615 +09:00] [ERROR] [Exiled.Events] System.NullReferenceException: Object reference not set to an instance of an object
  at Exiled.API.Features.Player.get_RawUserId () [0x0000d] in <96f016e0fff44e9998579596fcb76126>:0 
  at TextChat.Events.PlayerHandler.OnJoined (Exiled.Events.EventArgs.JoinedEventArgs ev) [0x00042] in <f455936f696741618c65116a7c62559e>:0 
  at Exiled.Events.Extensions.Event.InvokeSafely[T] (Exiled.Events.Events+CustomEventHandler`1[TEventArgs] ev, T arg) [0x00024] in <a03fd96899744b31b487757358e08669>:0
[2021-02-09 21:12:37.232 +09:00] Accepted authentication token of user 76561199112849985@steam signed by Gravelines 2. No active global bans.
[2021-02-09 21:12:37.264 +09:00] 76561199112849985@steam authenticated from endpoint 211.187.127.126:56317. Player ID assigned: 2. Auth token serial number: Z3svVxOYsqrvCHXq
[2021-02-09 21:12:37.296 +09:00] Nickname of 76561199112849985@steam is now 하냥.
[2021-02-09 21:12:37.328 +09:00] Player 하냥 (76561199112849985@steam) (2) connected with the IP: 211.187.127.126
[2021-02-09 21:12:38.020 +09:00] Accepted authentication token of user 76561198956540241@steam signed by Gravelines 2. No active global bans.
[2021-02-09 21:12:38.051 +09:00] 76561198956540241@steam authenticated from endpoint 175.116.70.90:53934. Player ID assigned: 4. Auth token serial number: QqIP13xLG46th4Qd
[2021-02-09 21:12:38.084 +09:00] Nickname of 76561198956540241@steam is now 사랑해요 댕댕씨.
[2021-02-09 21:12:38.114 +09:00] Player 사랑해요 댕댕씨 (76561198956540241@steam) (4) connected with the IP: 175.116.70.90
[2021-02-09 21:12:38.319 +09:00] Accepted authentication token of user 76561198254130933@steam signed by Gravelines 2. No active global bans.
[2021-02-09 21:12:38.350 +09:00] 76561198254130933@steam authenticated from endpoint 192.168.0.1:51151. Player ID assigned: 3. Auth token serial number: GSl4NG/Vi9q5PSV5
[2021-02-09 21:12:38.380 +09:00] Nickname of 76561198254130933@steam is now Goldmilk777.
[2021-02-09 21:12:38.413 +09:00] Player Goldmilk777 (76561198254130933@steam) (3) connected with the IP: 192.168.0.1
[2021-02-09 21:12:38.559 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:12:38.593 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:12:38.610 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:12:38.627 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:12:38.643 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:12:38.660 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:12:38.693 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:12:38.710 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:12:38.726 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:12:38.743 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:12:38.760 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:12:38.794 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:12:38.811 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:12:38.827 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:12:38.845 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:12:38.861 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:12:38.868 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:12:38.874 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:12:38.881 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:12:38.895 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:12:38.903 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:12:38.910 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:12:38.917 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:12:38.923 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:12:38.928 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:12:38.936 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:12:38.942 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:12:38.949 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:12:38.956 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:12:38.962 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:12:38.970 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:12:38.976 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:12:38.984 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:12:38.990 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:12:38.996 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:12:39.012 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:12:39.019 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:12:39.028 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:12:39.036 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:12:39.045 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:12:39.053 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:12:39.062 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:12:39.069 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:12:39.079 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:12:39.087 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:12:39.112 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:12:39.120 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:12:39.129 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:12:39.136 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:12:39.145 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:12:39.153 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:12:39.162 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:12:39.169 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:12:39.179 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:12:39.187 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:12:39.213 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:12:39.221 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:12:39.230 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:12:39.238 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:12:39.247 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:12:39.255 +09:00] [STDOUT] Look rotation viewing vector is zero
