[2021-02-09 21:15:14.363 +09:00] Logging started.
[2021-02-09 21:15:14.367 +09:00] Timezone offset: +09:00
[2021-02-09 21:15:14.391 +09:00] Waiting for players...
[2021-02-09 21:15:27.721 +09:00] Requested challenge for incoming connection from endpoint 211.187.127.126:50290.
[2021-02-09 21:15:27.939 +09:00] Requested challenge for incoming connection from endpoint 192.168.0.1:60812.
[2021-02-09 21:15:28.001 +09:00] Requested challenge for incoming connection from endpoint 175.116.70.90:61022.
[2021-02-09 21:15:28.253 +09:00] Security challenge response of incoming connection from endpoint 211.187.127.126:50291 has been accepted.
[2021-02-09 21:15:28.268 +09:00] Player 76561199112849985@steam preauthenticated from endpoint 211.187.127.126:50291.
[2021-02-09 21:15:28.454 +09:00] Security challenge response of incoming connection from endpoint 192.168.0.1:60813 has been accepted.
[2021-02-09 21:15:28.486 +09:00] Player 76561198254130933@steam preauthenticated from endpoint 192.168.0.1:60813.
[2021-02-09 21:15:28.517 +09:00] Security challenge response of incoming connection from endpoint 175.116.70.90:61023 has been accepted.
[2021-02-09 21:15:28.550 +09:00] Player 76561198956540241@steam preauthenticated from endpoint 175.116.70.90:61023.
[2021-02-09 21:15:31.055 +09:00] [STDOUT] [AmplifyBloom] Null graphics device detected. Skipping effect silently.
[2021-02-09 21:15:31.060 +09:00] [STDOUT] (Filename: C:\buildslave\unity\build\Runtime/Export/Debug/Debug.bindings.h Line: 35)
[2021-02-09 21:15:31.067 +09:00] [ERROR] [Exiled.Events] Method "OnJoined" of the class "TextChat.Events.PlayerHandler" caused an exception when handling the event "Exiled.Events.Events+CustomEventHandler`1[[Exiled.Events.EventArgs.JoinedEventArgs, Exiled.Events, Version=2.1.31.0, Culture=neutral, PublicKeyToken=null]]"
[2021-02-09 21:15:31.072 +09:00] [STDOUT] Setting 07LastRoundrestartTime to 13262
[2021-02-09 21:15:31.099 +09:00] [ERROR] [Exiled.Events] System.NullReferenceException: Object reference not set to an instance of an object
  at Exiled.API.Features.Player.get_RawUserId () [0x0000d] in <96f016e0fff44e9998579596fcb76126>:0 
  at TextChat.Events.PlayerHandler.OnJoined (Exiled.Events.EventArgs.JoinedEventArgs ev) [0x00042] in <f455936f696741618c65116a7c62559e>:0 
  at Exiled.Events.Extensions.Event.InvokeSafely[T] (Exiled.Events.Events+CustomEventHandler`1[TEventArgs] ev, T arg) [0x00024] in <a03fd96899744b31b487757358e08669>:0
[2021-02-09 21:15:31.844 +09:00] [STDOUT] [AmplifyBloom] Null graphics device detected. Skipping effect silently.
[2021-02-09 21:15:31.849 +09:00] [STDOUT] (Filename: C:\buildslave\unity\build\Runtime/Export/Debug/Debug.bindings.h Line: 35)
[2021-02-09 21:15:31.856 +09:00] [ERROR] [Exiled.Events] Method "OnJoined" of the class "TextChat.Events.PlayerHandler" caused an exception when handling the event "Exiled.Events.Events+CustomEventHandler`1[[Exiled.Events.EventArgs.JoinedEventArgs, Exiled.Events, Version=2.1.31.0, Culture=neutral, PublicKeyToken=null]]"
[2021-02-09 21:15:31.860 +09:00] [STDOUT] Setting 07LastRoundrestartTime to 16513
[2021-02-09 21:15:31.881 +09:00] [ERROR] [Exiled.Events] System.NullReferenceException: Object reference not set to an instance of an object
  at Exiled.API.Features.Player.get_RawUserId () [0x0000d] in <96f016e0fff44e9998579596fcb76126>:0 
  at TextChat.Events.PlayerHandler.OnJoined (Exiled.Events.EventArgs.JoinedEventArgs ev) [0x00042] in <f455936f696741618c65116a7c62559e>:0 
  at Exiled.Events.Extensions.Event.InvokeSafely[T] (Exiled.Events.Events+CustomEventHandler`1[TEventArgs] ev, T arg) [0x00024] in <a03fd96899744b31b487757358e08669>:0
[2021-02-09 21:15:32.046 +09:00] [STDOUT] [AmplifyBloom] Null graphics device detected. Skipping effect silently.
[2021-02-09 21:15:32.051 +09:00] [STDOUT] (Filename: C:\buildslave\unity\build\Runtime/Export/Debug/Debug.bindings.h Line: 35)
[2021-02-09 21:15:32.058 +09:00] [ERROR] [Exiled.Events] Method "OnJoined" of the class "TextChat.Events.PlayerHandler" caused an exception when handling the event "Exiled.Events.Events+CustomEventHandler`1[[Exiled.Events.EventArgs.JoinedEventArgs, Exiled.Events, Version=2.1.31.0, Culture=neutral, PublicKeyToken=null]]"
[2021-02-09 21:15:32.062 +09:00] [STDOUT] Setting 07LastRoundrestartTime to 18240
[2021-02-09 21:15:32.087 +09:00] [ERROR] [Exiled.Events] System.NullReferenceException: Object reference not set to an instance of an object
  at Exiled.API.Features.Player.get_RawUserId () [0x0000d] in <96f016e0fff44e9998579596fcb76126>:0 
  at TextChat.Events.PlayerHandler.OnJoined (Exiled.Events.EventArgs.JoinedEventArgs ev) [0x00042] in <f455936f696741618c65116a7c62559e>:0 
  at Exiled.Events.Extensions.Event.InvokeSafely[T] (Exiled.Events.Events+CustomEventHandler`1[TEventArgs] ev, T arg) [0x00024] in <a03fd96899744b31b487757358e08669>:0
[2021-02-09 21:15:35.307 +09:00] Accepted authentication token of user 76561199112849985@steam signed by Gravelines 2. No active global bans.
[2021-02-09 21:15:35.338 +09:00] 76561199112849985@steam authenticated from endpoint 211.187.127.126:50291. Player ID assigned: 2. Auth token serial number: niQEPejWVlkoKHxJ
[2021-02-09 21:15:35.369 +09:00] Nickname of 76561199112849985@steam is now 하냥.
[2021-02-09 21:15:35.400 +09:00] Player 하냥 (76561199112849985@steam) (2) connected with the IP: 211.187.127.126
[2021-02-09 21:15:36.056 +09:00] Accepted authentication token of user 76561198956540241@steam signed by Gravelines 2. No active global bans.
[2021-02-09 21:15:36.089 +09:00] 76561198956540241@steam authenticated from endpoint 175.116.70.90:61023. Player ID assigned: 3. Auth token serial number: 6niFjWrJtM4GwTE2
[2021-02-09 21:15:36.120 +09:00] Nickname of 76561198956540241@steam is now Mini 049.
[2021-02-09 21:15:36.152 +09:00] Player Mini 049 (76561198956540241@steam) (3) connected with the IP: 175.116.70.90
[2021-02-09 21:15:36.615 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:15:36.632 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:15:36.649 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:15:36.665 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:15:36.682 +09:00] Accepted authentication token of user 76561198254130933@steam signed by Gravelines 2. No active global bans.
[2021-02-09 21:15:36.688 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:15:36.711 +09:00] 76561198254130933@steam authenticated from endpoint 192.168.0.1:60813. Player ID assigned: 4. Auth token serial number: wX6kLkgzOnOlXwn5
[2021-02-09 21:15:36.716 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:15:36.733 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:15:36.743 +09:00] Nickname of 76561198254130933@steam is now Goldmilk777.
[2021-02-09 21:15:36.750 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:15:36.766 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:15:36.775 +09:00] Player Goldmilk777 (76561198254130933@steam) (4) connected with the IP: 192.168.0.1
[2021-02-09 21:15:36.783 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:15:36.800 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:15:36.833 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:15:36.850 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:15:36.867 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:15:36.884 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:15:36.901 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:15:36.935 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:15:36.951 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:15:36.968 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:15:36.985 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:15:37.002 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:15:37.204 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:15:37.211 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:15:37.221 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:15:37.228 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:15:37.254 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:15:37.262 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:15:37.271 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:15:37.278 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:15:37.288 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:15:37.295 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:15:37.304 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:15:37.312 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:15:37.321 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:15:37.329 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:15:37.355 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:15:37.363 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:15:37.372 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:15:37.379 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:15:37.389 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:15:37.396 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:15:37.405 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:15:37.413 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:15:37.423 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:15:37.430 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:15:37.440 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:15:37.447 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:15:37.473 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:15:37.481 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:15:37.490 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:15:37.498 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:15:37.508 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:15:37.515 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:15:37.524 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:15:37.531 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:15:37.541 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:15:37.548 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:15:37.574 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:15:37.581 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:15:37.591 +09:00] [STDOUT] Look rotation viewing vector is zero
[2021-02-09 21:15:37.598 +09:00] [STDOUT] Look rotation viewing vector is zero
